iris_id3_2_test1,2.4823529411764707,0.7376344086021506,0.73227969348659,0.7349472977622131
iris_id3_3_train,2.52,0.7615740740740741,0.7569444444444445,0.759252201897019
iris_id3_3_test2,2.52,0.7615740740740741,0.7569444444444445,0.759252201897019
iris_id3_3_test1,2.5,0.75,0.7530637254901961,0.7515287403179781
iris_id3_1_test1,2.4680851063829787,0.7274509803921568,0.7347689075630252,0.7310916320743953
iris_id3_1_test2,2.3928571428571432,0.7859195402298851,0.7175925925925926,0.750203511007291
iris_id3_4_test2,2.5849056603773586,0.791005291005291,0.7925696594427244,0.7917867025265717
iris_id3_4_test1,2.2371134020618557,0.6301659891598916,0.6151840990550669,0.6225849260622656
iris_id3_2_train,2.5384615384615383,0.7754696284108049,0.7692307692307692,0.7723375998197355
iris_id3_5_test2,2.2982456140350873,0.6596392943142169,0.6662698412698412,0.6629379889210677
iris_id3_5_test1,2.6129032258064515,0.8084453405017921,0.8034708136128015,0.8059504011252373
iris_id3_1_train,2.5714285714285716,0.7916666666666666,0.781986531986532,0.7867968262458769
iris_id3_4_train,2.69811320754717,0.8624338624338623,0.8555211558307533,0.8589636014595013
iris_id3_5_train,2.333333333333333,0.6738414664111257,0.6829365079365078,0.6783585032693341
iris_id3_2_test2,2.292307692307692,0.7001782531194296,0.6727716727716727,0.6862014203231316
